identifier;type;ra [°];dec [°];redshift
5BZBJ1304-4353;BL Lac;196,08749;-43,88617;
5BZQJ1304-0346;FSRQ;196,18192;-3,76733;1,250
3FGL J1304.9-2109;;196,24612;-21,11179;
5BZBJ1305+7854;;196,25021;78,90989;
IERS B1303+515;;196,34479;51,27785;
5BZBJ1305+3855;BL Lac;196,38022;38,92275;0,376
5BZQJ1305-1033;FSRQ;196,38759;-10,55539;0,286
5BZQJ1306+5529;FSRQ;196,51396;55,49553;1,601
TXS 1303+114;;196,58020;11,22772;
3HSPJ130619.7-023643;BL Lac;196,58224;-2,61194;0,730
5BZQJ1306+4741;FSRQ;196,62479;47,69236;2,523
3HSPJ130631.0+192244;BL Lac;196,62912;19,37889;0,314
3FGL J1306.8-2146;;196,66928;-21,80415;
4FGLJ1306.7-2148;;196,67521;-21,79750;
3HSPJ130711.9+115317;BL Lac;196,79974;11,88795;0,085
3HSPJ130713.4-034431;BL Lac;196,80576;-3,74194;0,270
5BZQJ1307-3207;FSRQ;196,81320;-32,13292;1,211
5BZBJ1307-4259;BL Lac;196,90820;-42,99414;
3HSPJ130750.7+124829;BL Lac;196,96117;12,80792;0,580
3FGL J1308.1-6707;;197,07240;-67,11813;
5BZQJ1308+3546;FSRQ;197,09880;35,77700;1,055
5BZQJ1308+4729;FSRQ;197,21387;47,49858;0,884
5BZQJ1309+5557;FSRQ;197,29062;55,96064;1,629
5BZBJ1309+4305;BL Lac;197,35637;43,08489;
3HSPJ130931.5-224426;BL Lac;197,38116;-22,74042;0,380
5BZBJ1309+1154;BL Lac;197,39137;11,90683;
5BZQJ1309-3948;FSRQ;197,45200;-39,80920;1,828
FIRST J130948.8+3716;;197,45366;37,28105;
5BZBJ1310-1157;;197,55205;-11,96289;0,140
4FGL J1310.1-0450;;197,55432;-4,86908;
5BZQJ1310+0044;FSRQ;197,61876;0,73581;1,601
5BZUJ1310+3220;;197,61942;32,34550;0,997
3FGL J1310.6+2446;;197,66017;24,80520;
5BZQJ1310+4653;FSRQ;197,72328;46,89783;0,972
5BZQJ1310+3233;FSRQ;197,74750;32,55956;1,639
5BZQJ1311+5513;FSRQ;197,76338;55,23175;0,925
5BZBJ1311+0035;BL Lac;197,77695;0,58611;0,418
5BZQJ1311+1417;FSRQ;197,78259;14,29628;1,947
MG2 J131144+2052;;197,93103;20,86904;
5BZBJ1311+3953;BL Lac;197,94179;39,88820;0,159
5BZBJ1311+0853;BL Lac;197,98233;8,89472;0,469
5BZQJ1312+4809;FSRQ;198,04642;48,15703;0,715
5BZQJ1312+3515;FSRQ;198,07396;35,25586;0,184
5BZBJ1312-2156;BL Lac;198,13150;-21,93983;1,491
3HSPJ131234.7-185901;BL Lac;198,14458;-18,98372;0,480
5BZUJ1312+4828;;198,18062;48,47525;0,501
3HSPJ131248.8-235047;BL Lac;198,20322;-23,84647;
5BZQJ1312-0424;FSRQ;198,21208;-4,41386;0,825
5BZBJ1313+0201;BL Lac;198,37550;2,01831;0,356
5BZQJ1313+1027;FSRQ;198,42354;10,45400;2,912
NVWJ1313.3-3018;;198,48977;-30,30076;
5BZQJ1314-3303;FSRQ;198,51488;-33,06525;0,484
3HSPJ131440.6-090148;BL Lac;198,66930;-9,03006;0,430
5BZBJ1314+2348;BL Lac;198,68254;23,80744;
5BZGJ1315-4236;;198,76413;-42,61381;0,105
5BZUJ1315-5334;;198,76738;-53,57661;
5BZQJ1315+2840;FSRQ;198,80621;28,68158;1,576
3HSPJ131532.6+113332;BL Lac;198,88593;11,55883;0,360
3HSPJ131553.0-073302;BL Lac;198,97072;-7,55056;
5BZQJ1316-3338;FSRQ;199,03328;-33,64978;1,210
5BZQJ1316-3025;FSRQ;199,13742;-30,42558;1,334
3HSPJ131639.9+205515;BL Lac;199,16605;20,92080;0,255
3HSPJ131654.6+301454;BL Lac;199,22739;30,24839;0,550
3HSPJ131720.0+543512;BL Lac;199,33333;54,58675;0,394
5BZQJ1317+3425;FSRQ;199,40204;34,42108;1,055
4FGL J1317.1+6613;;199,47156;66,26540;
AT20G J131808-173536;;199,53378;-17,59356;
4FGL J1317.6+7450;;199,59552;74,80978;
5BZQJ1318-0607;FSRQ;199,64046;-6,12328;2,734
87GB 131701.6+681031;;199,66793;67,90668;
3FGL J1318.7-1232;;199,67856;-12,58440;
5BZQJ1319-1217;FSRQ;199,80038;-12,29222;0,860
3HSPJ131921.3+775822;BL Lac;199,83858;77,97283;0,210
5BZQJ1319+4851;FSRQ;199,87624;48,85089;1,170
5BZBJ1319+1405;BL Lac;199,88225;14,09253;0,573
5BZBJ1319+2725;BL Lac;199,89696;27,41730;
PKS B1317-005;;199,91153;-0,82776;
3HSPJ132001.2+344445;BL Lac;200,00496;34,74594;0,880
5BZUJ1320+0140;;200,11162;1,67689;1,235
87GB 131814.4+332742;;200,13840;33,19507;
4FGL J1315.4+8453;;200,22160;84,83643;
3HSPJ132057.4+222517;BL Lac;200,23917;22,42133;0,234
5BZQJ1321+2216;FSRQ;200,29671;22,27003;0,943
5BZQJ1321-2636;FSRQ;200,30853;-26,60283;2,027
5BZQJ1321+0023;FSRQ;200,41487;0,39933;1,618
3HSPJ132140.7-343752;BL Lac;200,41951;-34,63122;0,142
3FGL J1321.7+8312;;200,44002;83,27039;
B2 1320+32;;200,50041;32,31747;
3FGL J1322.3+0839;;200,54187;8,70860;
5BZQJ1322+2148;FSRQ;200,54750;21,80342;1,680
AT20G J132219-060619;;200,58321;-6,10539;
5BZQJ1322-8419;FSRQ;200,61559;-84,32613;1,139
TXS 1319-140;;200,62625;-14,31492;
5BZGJ1322+1344;;200,63121;13,74175;0,377
5BZQJ1322-0937;FSRQ;200,65379;-9,62717;1,864
3HSPJ132239.3+494336;BL Lac;200,66371;49,72675;0,330
3FGL J1322.6-1619;;200,68169;-16,29015;
3HSPJ132244.3+664943;BL Lac;200,68437;66,82850;0,470
5BZBJ1322+3216;BL Lac;200,69756;32,26906;
5BZQJ1322+3912;FSRQ;200,73192;39,20222;2,985
3FGL J1323.0+2942;;200,75365;29,69578;
5BZGJ1323+0439;;200,75421;4,66433;0,224
3FGL J1322.8-0938;;200,76276;-9,72557;
5BZQJ1323-3407;FSRQ;200,82141;-34,12011;1,346
5BZQJ1323-3038;FSRQ;200,83125;-30,63517;2,057
5BZBJ1323-3653;BL Lac;200,94118;-36,89383;
5BZQJ1323+7942;FSRQ;200,96487;79,71439;1,970
5BZBJ1323+1405;BL Lac;200,99321;14,09986;0,320
5BZGJ1324+5739;;201,00380;57,65456;0,115
5BZQJ1324-3623;FSRQ;201,01488;-36,39322;0,739
5BZBJ1324+4048;BL Lac;201,05034;40,80328;0,496
5BZQJ1324-1049;FSRQ;201,10745;-10,82308;0,872
5BZQJ1324+4743;FSRQ;201,12225;47,72239;2,260
5BZQJ1325-0804;FSRQ;201,29008;-8,08011;2,354
5BZQJ1325+1123;FSRQ;201,30209;11,39156;4,418
3HSPJ132527.5-280522;BL Lac;201,36472;-28,08936;
5BZUJ1325-4301;;201,36508;-43,01911;0,002
5BZBJ1325+6621;BL Lac;201,38251;66,35086;0,210
5BZBJ1325-3001;;201,38692;-30,02864;
5BZBJ1325-0228;BL Lac;201,42464;-2,46942;0,800
3HSPJ132556.1+080929;BL Lac;201,48358;8,15792;0,460
5BZBJ1325+4115;BL Lac;201,49562;41,25014;0,310
5BZBJ1326+2933;BL Lac;201,56245;29,55861;0,431
5BZGJ1326+1229;;201,57379;12,49967;0,204
3HSPJ132635.9+254959;BL Lac;201,64970;25,83300;0,698
4FGL J1326.6+0152;;201,66954;1,86474;
5BZBJ1326-5256;BL Lac;201,70508;-52,93989;
5BZQJ1326-0500;FSRQ;201,72754;-5,01639;1,882
5BZQJ1327+2210;FSRQ;201,75359;22,18061;1,398
5BZQJ1327+5008;FSRQ;201,85466;50,14700;1,026
4FGL J1327.0+3154;;201,88216;31,85755;0,239
5BZQJ1327-1336;FSRQ;201,92538;-13,60017;1,330
3HSPJ132745.0-082937;BL Lac;201,93741;-8,49361;0,500
5BZBJ1327+2527;BL Lac;201,99562;25,46289;
5BZBJ1327+6458;BL Lac;201,99908;64,96983;0,447
5BZBJ1328+1129;BL Lac;202,00870;11,48711;
5BZBJ1328+1145;BL Lac;202,13983;11,75569;0,490
3HSPJ132840.6-472749;BL Lac;202,16922;-47,46367;
3HSPJ132845.8+720403;BL Lac;202,19092;72,06744;0,250
5BZUJ1329-5608;;202,25475;-56,13406;
3FGL J1330.0-3818;;202,32993;-38,23850;
5BZGJ1329-2640;;202,33667;-26,67256;0,050
HE 1326-0516;;202,36920;-5,52670;
3HSPJ132949.1+071418;BL Lac;202,45450;7,23844;0,582
5BZBJ1329+3154;;202,47025;31,90308;
5BZQJ1330+5414;FSRQ;202,52251;54,24764;0,839
3FGL J1330.1-7002;;202,54616;-70,05363;
5BZQJ1330-3122;FSRQ;202,57950;-31,38308;1,335
5BZBJ1330+4441;BL Lac;202,58971;44,68897;0,310
5BZBJ1330+7001;BL Lac;202,60754;70,02742;0,230
5BZBJ1330+2415;BL Lac;202,61050;24,25597;0,463
5BZBJ1330+5655;BL Lac;202,66954;56,92228;0,410
5BZUJ1330+5202;;202,67751;52,03764;0,688
3HSPJ133044.2+470359;BL Lac;202,68425;47,06639;0,690
3HSPJ133046.0+113941;BL Lac;202,69176;11,66133;0,530
FIRST J133101.8+2932;;202,75763;29,53792;
5BZGJ1331+5655;;202,76213;56,92828;0,270
5BZBJ1331-0022;BL Lac;202,77379;-0,37253;0,243
3FGL J1330.5+3023;;202,78453;30,50916;
5BZQJ1331-2639;FSRQ;202,79871;-26,65267;0,883
3FGL J1331.1-1328;;202,83467;-13,43506;
5BZQJ1331-0341;FSRQ;202,87149;-3,68725;1,352
5BZBJ1331+1712;BL Lac;202,88937;17,21405;
NVSS J133146-064632;;202,94519;-6,77588;
3HSPJ133155.3-125816;BL Lac;202,98042;-12,97117;0,530
5BZQJ1332-0509;FSRQ;203,01859;-5,16203;2,150
5BZQJ1332-1256;FSRQ;203,16354;-12,93758;1,498
5BZQJ1332+4722;FSRQ;203,18854;47,37297;0,668
3HSPJ133302.1-125917;BL Lac;203,25883;-12,98792;0,100
5BZQJ1333+2725;FSRQ;203,28122;27,42178;2,126
5BZQJ1333-3324;FSRQ;203,28638;-33,41119;2,240
5BZBJ1333-1436;BL Lac;203,34984;-14,60603;
5BZBJ1333+6235;BL Lac;203,35825;62,59497;0,480
5BZQJ1333+1649;FSRQ;203,39908;16,81778;2,084
5BZUJ1333+5057;;203,47408;50,96000;1,362
5BZUJ1334-1150;;203,51746;-11,83731;1,402
2MASS J13342051-3521;;203,55011;-35,33723;
5BZQJ1334+5631;FSRQ;203,65622;56,52997;0,343
NVWJ1335.3+0316;;203,78540;3,27280;
5BZQJ1335+4542;FSRQ;203,84149;45,71061;2,452
5BZBJ1335-2950;BL Lac;203,87399;-29,84414;0,510
5BZBJ1335-0511;;203,98532;-5,19492;
5BZBJ1336+2105;BL Lac;204,02328;21,09067;
5BZGJ1336-0829;;204,03441;-8,49772;0,023
5BZBJ1336+2319;BL Lac;204,05066;23,33278;0,267
NVSS J133612+205102;;204,05380;20,85101;
3HSPJ133647.2+602049;BL Lac;204,19675;60,34694;0,320
5BZQJ1337-1319;FSRQ;204,31155;-13,32169;3,475
5BZQJ1337+6532;FSRQ;204,31693;65,54619;0,946
5BZBJ1337+0035;BL Lac;204,38071;0,59139;0,299
5BZQJ1337-1257;FSRQ;204,41576;-12,95686;0,539
PMN J1337-1958;;204,44720;-19,96988;
5BZQJ1337+5501;FSRQ;204,45683;55,01725;1,099
NVWJ1337.2+4512;;204,47700;45,21095;
3HSPJ133806.4-093115;BL Lac;204,52646;-9,52072;
RX J1338.2-7801;;204,54460;-78,01736;
3HSPJ133844.7+412232;BL Lac;204,68613;41,37544;0,469
4FGL J1340.1+3857;;204,70695;38,85306;
5BZBJ1338+1153;BL Lac;204,74609;11,88797;
5BZUJ1339-2401;;204,75729;-24,02056;0,657
5BZBJ1339+0800;BL Lac;204,79500;8,00681;
NVWJ1339.8-2348;;204,81850;-23,80820;
5BZQJ1339-2620;FSRQ;204,83287;-26,34181;1,510
3HSPJ133922.1+474213;BL Lac;204,84216;47,70361;0,540
3HSPJ133937.8+183160;BL Lac;204,90755;18,51664;0,110
5BZQJ1340-0137;FSRQ;205,01924;-1,62958;1,620
NVSS J134005-150314;;205,02067;-15,05410;
5BZBJ1340+2743;;205,04520;27,72972;0,205
5BZBJ1340+4410;BL Lac;205,12416;44,16778;0,540
5BZUJ1340+3600;;205,15004;36,00744;0,763
5BZBJ1340-0148;BL Lac;205,15663;-1,81325;0,513
3HSPJ134042.0-041007;BL Lac;205,17508;-4,16856;0,250
4FGL J1340.4+6926;;205,20003;69,38965;
5BZGJ1341+3959;;205,27130;39,99594;0,172
5BZQJ1341+2816;FSRQ;205,31367;28,26808;1,275
WN B1340.4+7450;;205,32732;74,58186;
5BZBJ1341+5514;BL Lac;205,40097;55,24389;0,207
5BZGJ1341+3716;;205,41113;37,27914;0,175
5BZBJ1341+1905;BL Lac;205,43788;19,09353;
4FGL J1341.7-3907;;205,47485;-39,11663;
5BZQJ1342-2051;FSRQ;205,51974;-20,85819;1,582
5BZQJ1342-3240;FSRQ;205,52583;-32,67986;0,791
5BZQJ1342+2709;FSRQ;205,53491;27,15850;1,185
5BZQJ1342-2900;FSRQ;205,56392;-29,01161;1,442
3HSPJ134223.4-313558;BL Lac;205,59753;-31,59942;
3FGL J1342.7+0945;;205,66675;9,79789;
3HSPJ134240.3+093912;BL Lac;205,66800;9,65319;0,430
2MASS J13425106+0504;;205,68176;5,07562;
3HSPJ134249.8+035846;BL Lac;205,70746;3,97950;0,570
3HSPJ134251.1-353142;BL Lac;205,71275;-35,52836;0,125
5BZQJ1343+2844;FSRQ;205,75075;28,73542;0,905
5BZQJ1343+6602;FSRQ;205,94151;66,04047;0,766
3HSPJ134347.5+002024;BL Lac;205,94771;0,33992;0,242
PMN J1343-7658;;205,96526;-76,96947;
5BZQJ1343+5754;FSRQ;205,99008;57,91180;0,933
5BZQJ1344+6606;FSRQ;206,03616;66,10322;1,351
5BZQJ1344-1723;FSRQ;206,06000;-17,39456;2,490
NVWJ1344.4+4022;;206,07910;40,38320;
3FGL J1344.5-3655;;206,09921;-36,94111;
3HSPJ134428.2+045029;BL Lac;206,11766;4,84142;0,472
5BZUJ1345+4125;;206,34920;41,42828;0,916
3HSPJ134525.2+231038;BL Lac;206,35497;23,17725;0,320
5BZQJ1345+4452;FSRQ;206,38821;44,88322;2,534
NVWJ1345.0+2801;;206,41690;28,02320;
3FGL J1345.9-3357;;206,42941;-33,94541;
3HSPJ134545.0+702903;BL Lac;206,43755;70,48428;0,600
5BZUJ1345+5332;;206,43900;53,54786;0,135
5BZQJ1345+0706;FSRQ;206,45546;7,10864;1,093
3HSPJ134621.3+080837;BL Lac;206,58891;8,14372;0,560
4FGL J1346.3+7227;;206,63541;72,47884;
5BZGJ1346+2440;;206,64163;24,68292;0,167
5BZQJ1346-2839;FSRQ;206,67734;-28,65572;1,452
3FGL J1346.6-6027;;206,70436;-60,40815;
3HSPJ134706.9-295842;BL Lac;206,77867;-29,97845;
5BZQJ1347+1835;FSRQ;206,84787;18,59378;2,177
4FGL J1347.4+7309;;206,89429;73,30358;
5BZUJ1347+3012;;206,90608;30,21453;0,118
5BZQJ1347-3750;FSRQ;206,91846;-37,84350;1,300
5BZGJ1348+0756;;207,22253;7,94658;0,250
5BZQJ1349-1110;FSRQ;207,26329;-11,16689;0,141
5BZBJ1349-1413;BL Lac;207,31688;-14,22147;0,253
5BZQJ1349-1132;FSRQ;207,38100;-11,54828;0,340
5BZQJ1349+5341;FSRQ;207,39441;53,68806;0,979
3HSPJ134951.1+421648;BL Lac;207,46303;42,27992;0,289
5BZGJ1350+0940;;207,59225;9,66964;0,133
5BZGJ1350-1634;;207,65059;-16,58042;0,088
3HSPJ135043.9-310928;BL Lac;207,68283;-31,15767;
5BZQJ1350+3034;FSRQ;207,71974;30,58156;0,712
5BZQJ1351+0031;FSRQ;207,76857;0,52203;2,084
5BZQJ1351+0830;FSRQ;207,82050;8,51108;1,429
3HSPJ135117.5-153016;BL Lac;207,82271;-15,50445;0,250
5BZBJ1351+1114;BL Lac;207,83687;11,24808;0,510
3HSPJ135127.0-000117;BL Lac;207,86250;-0,02125;
3HSPJ135133.0-263319;BL Lac;207,88745;-26,55517;
5BZUJ1351-2912;;207,94518;-29,20492;1,034
FIRST J135154.4+2850;;207,97690;28,83553;
3HSPJ135156.3-242307;BL Lac;207,98471;-24,38539;
5BZBJ1351+5542;BL Lac;207,99251;55,70308;
3HSPJ135159.7+041212;BL Lac;207,99867;4,20344;0,257
NVWJ1352.1+3603;;208,00402;36,06430;
3HSPJ135206.9+425237;BL Lac;208,02863;42,87700;0,570
2MASS J13522596-2745;;208,11686;-27,75198;
5BZBJ1352-4412;BL Lac;208,23553;-44,21122;
5BZUJ1353+0443;;208,27309;4,72742;0,523
5BZGJ1353+3741;;208,30872;37,68722;0,216
5BZBJ1353+1435;BL Lac;208,34517;14,59425;
5BZQJ1353+7532;FSRQ;208,34650;75,54935;1,619
5BZBJ1353+5600;BL Lac;208,36688;56,01583;0,404
3HSPJ135340.2-663958;BL Lac;208,41757;-66,66600;
5BZQJ1353+4310;FSRQ;208,42383;43,18125;1,114
3HSPJ135345.2-393711;BL Lac;208,43820;-39,61964;0,370
5BZQJ1353+0151;FSRQ;208,46490;1,86497;1,608
87GB 135252.8+694626;;208,51291;69,53030;
3HSPJ135406.7+532745;BL Lac;208,52779;53,46236;0,472
5BZQJ1354-0206;FSRQ;208,52875;-2,10089;3,716
NVWJ1354.8+6645;;208,59630;66,75710;
5BZBJ1354+3706;BL Lac;208,61125;37,11517;
5BZBJ1354+0622;BL Lac;208,68420;6,38003;0,276
5BZQJ1354-1041;FSRQ;208,69383;-10,68408;0,332
3HSPJ135537.4+251509;BL Lac;208,90587;25,25247;0,546
5BZGJ1356-3421;;209,02245;-34,35303;0,223
PKS B1353-171;;209,02897;-17,40884;
5BZQJ1356+4136;FSRQ;209,03072;41,60428;0,697
4FGL J1356.2-2454;;209,04967;-24,97189;
3FGL J1356.3-4029;;209,10620;-40,47272;
5BZQJ1356-1101;FSRQ;209,19513;-11,02478;3,006
3HSPJ135650.1-071337;BL Lac;209,20888;-7,22694;0,300
5BZQJ1357+1919;FSRQ;209,26851;19,31872;0,720
5BZQJ1357-1744;FSRQ;209,27528;-17,73386;3,147
5BZQJ1357-1527;FSRQ;209,29683;-15,45800;1,890
5BZBJ1357-0146;BL Lac;209,30400;-1,76683;0,547
5BZBJ1357+0128;BL Lac;209,41125;1,47047;
5BZQJ1357+7643;FSRQ;209,48071;76,72253;1,585
3HSPJ135758.3+055129;BL Lac;209,49287;5,85800;
4FGL J1358.9-0703;;209,71080;-7,06710;
3HSPJ135856.2+365425;BL Lac;209,73425;36,90681;0,470
5BZQJ1359+5544;FSRQ;209,77391;55,74150;1,014
3HSPJ135908.8+332207;BL Lac;209,78667;33,36850;0,442
2MASS J13592131-1150;;209,83885;-11,84559;
5BZBJ1359-0200;BL Lac;209,84451;-2,00294;0,570
5BZQJ1359+0159;FSRQ;209,86313;1,99850;1,330
5BZQJ1359+4011;FSRQ;209,90871;40,19397;0,406
5BZBJ1359-3746;BL Lac;209,95714;-37,76686;0,334
5BZQJ1359+1436;FSRQ;209,99879;14,60925;1,334
5BZQJ1400-1858;FSRQ;210,01613;-18,96975;0,114
3HSPJ140022.1-400824;BL Lac;210,09200;-40,13989;0,270
3HSPJ140027.1-293936;BL Lac;210,11287;-29,66011;0,480
3FGL J1400.7-5605;;210,17407;-56,08210;
5BZQJ1400+0425;FSRQ;210,20183;4,42525;2,550
5BZQJ1401-0916;FSRQ;210,27222;-9,27544;0,667
NVSS J140113-371757;;210,30838;-37,29958;
5BZBJ1401+5209;BL Lac;210,33804;52,15803;0,482
5BZQJ1401-3004;FSRQ;210,39555;-30,07692;0,689
5BZBJ1401+3611;BL Lac;210,41135;36,18941;0,507
5BZQJ1401+5835;FSRQ;210,44041;58,59509;1,924
3HSPJ140150.2-294150;BL Lac;210,45929;-29,69717;0,094
5BZQJ1402-2822;FSRQ;210,50999;-28,37364;0,803
3HSPJ140203.8+674105;BL Lac;210,51601;67,68462;
5BZQJ1402-3334;FSRQ;210,67250;-33,56917;2,140
5BZBJ1402+1559;BL Lac;210,68546;15,99906;0,244
3HSPJ140245.1+632021;BL Lac;210,68788;63,33905;0,340
GALEXASC J140252.65-;;210,69065;-18,43234;
NVSS J140319+432018;;210,83107;43,33885;
3HSPJ140350.3+243305;BL Lac;210,95955;24,55133;0,340
5BZQJ1404-0013;FSRQ;211,05051;-0,22364;1,217
5BZGJ1404+2701;;211,15334;27,02808;0,138
5BZQJ1404-0130;FSRQ;211,19125;-1,50611;2,518
5BZBJ1404+6554;BL Lac;211,20654;65,90878;0,363
5BZBJ1404+0402;BL Lac;211,21208;4,03394;0,370
5BZQJ1405+0415;FSRQ;211,25467;4,25994;3,208
NVSS J140504-064056;;211,26914;-6,68236;
3HSPJ140519.6+305352;BL Lac;211,33179;30,89767;0,340
5BZQJ1405-1440;FSRQ;211,38696;-14,67175;1,096
NVWJ1405.9-1851;;211,43998;-18,85661;
3HSPJ140550.2+231113;BL Lac;211,45921;23,18703;0,530
5BZQJ1406-0848;FSRQ;211,50291;-8,80192;1,763
3HSPJ140609.6-250809;BL Lac;211,53999;-25,13589;
5BZBJ1406+1236;BL Lac;211,62570;12,60567;0,450
5BZBJ1406-3935;BL Lac;211,62621;-39,58622;0,370
3HSPJ140635.8-005549;BL Lac;211,64932;-0,93022;0,255
NVSS J140638-164954;;211,65921;-16,83145;
3HSPJ140641.4+481825;BL Lac;211,67250;48,30692;0,098
5BZBJ1406+5308;BL Lac;211,67809;53,14275;0,458
3HSPJ140653.6+272606;BL Lac;211,72311;27,43511;0,203
5BZQJ1406+3433;FSRQ;211,72438;34,56036;2,560
5BZBJ1406+1642;BL Lac;211,74661;16,70217;0,540
5BZGJ1407+2827;;211,75163;28,45408;0,077
3HSPJ140705.3+104811;BL Lac;211,77208;10,80297;0,330
3HSPJ140711.4-184216;BL Lac;211,79753;-18,70442;0,330
3HSPJ140713.1-070939;BL Lac;211,80453;-7,16089;0,450
4FGL J1407.5-2706;;211,81493;-27,15824;
5BZGJ1407-2701;;211,87401;-27,01786;0,022
3HSPJ140734.1+120942;BL Lac;211,89204;12,16153;0,720
3FGL J1407.7-4256;;211,91550;-43,04221;
NVWJ1407.3-0819;;211,97290;-8,33170;
5BZQJ1407-3431;FSRQ;211,97882;-34,52453;1,122
5BZQJ1408+6854;FSRQ;212,07945;68,91411;1,272
4FGL J1408.7+3617;;212,14688;36,29996;
3HSPJ140848.2+221434;BL Lac;212,20062;22,24264;0,291
5BZQJ1408-2900;FSRQ;212,20671;-29,00656;0,575
5BZQJ1408-0752;FSRQ;212,23534;-7,87408;1,494
5BZBJ1409+1352;BL Lac;212,32916;13,87778;0,580
5BZBJ1409+5939;BL Lac;212,34787;59,66128;0,496
5BZQJ1409-2657;FSRQ;212,45905;-26,96028;2,430
3HSPJ140954.9-104857;BL Lac;212,47867;-10,81586;
5BZBJ1410+0515;BL Lac;212,51630;5,26603;0,544
5BZBJ1410+0203;BL Lac;212,51942;2,05192;
3HSPJ141012.4+113548;BL Lac;212,55147;11,59653;0,520
3HSPJ141027.1+275955;BL Lac;212,61270;27,99847;0,630
NVSS J141028+143841;;212,61690;14,64450;
5BZBJ1410+2820;BL Lac;212,62317;28,34878;0,521
5BZBJ1410+6100;BL Lac;212,62849;61,00356;0,384
5BZQJ1410+0731;FSRQ;212,64616;7,52264;0,901
TXS 1409+625;;212,64757;62,27983;
3HSPJ141046.0+740511;BL Lac;212,69168;74,08644;
3HSPJ141133.3-072253;BL Lac;212,88879;-7,38144;0,320
5BZBJ1411+7424;BL Lac;212,89441;74,40825;0,460
3HSPJ141136.4-024033;BL Lac;212,90154;-2,67592;0,280
5BZBJ1411+3404;BL Lac;212,91891;34,07342;0,421
3FGL J1412.0+5249;;212,95601;52,81673;
4FGL J1412.2+2132;;212,97859;21,57318;
5BZQJ1411+4239;FSRQ;212,99889;42,66400;0,886
3HSPJ141208.2+383521;BL Lac;213,03429;38,58922;0,450
SDSS J141302.28+5019;;213,25953;50,32424;
3FGL J1413.2-6518;;213,29172;-65,34571;
5BZQJ1413+4505;FSRQ;213,32863;45,08972;3,112
5BZQJ1413+5305;FSRQ;213,35112;53,09083;0,456
3HSPJ141324.6+484536;BL Lac;213,35254;48,75989;0,660
5BZGJ1413+4339;;213,43233;43,66253;0,090
3HSPJ141358.4+764455;BL Lac;213,49336;76,74870;0,180
5BZGJ1414+3430;;213,53864;34,51603;0,275
3HSPJ141427.0+035753;BL Lac;213,61249;3,96458;0,669
3HSPJ141446.2+163907;BL Lac;213,69254;16,65205;0,650
5BZQJ1414+3928;FSRQ;213,69437;39,47183;0,657
3HSPJ141457.7-002059;BL Lac;213,74054;-0,34958;0,139
5BZQJ1415+0832;FSRQ;213,79134;8,53483;0,327
5BZQJ1415-0955;FSRQ;213,83679;-9,93286;2,001
5BZBJ1415+4830;BL Lac;213,90334;48,50847;0,496
5BZUJ1415+1320;;213,99507;13,33992;0,247
5BZBJ1416-2418;BL Lac;214,05075;-24,30372;0,136
5BZQJ1416+1242;FSRQ;214,11943;12,70378;0,335
5BZQJ1416-2131;FSRQ;214,17630;-21,53194;2,300
3HSPJ141706.6+624639;BL Lac;214,27730;62,77736;0,323
5BZQJ1417+4607;FSRQ;214,28400;46,11817;1,554
5BZQJ1417+2644;FSRQ;214,37671;26,74917;1,455
5BZQJ1417+3818;FSRQ;214,41850;38,30586;0,449
3HSPJ141750.1+593528;BL Lac;214,45871;59,59103;0,629
5BZBJ1417+2543;BL Lac;214,48616;25,72394;0,240
3HSPJ141821.7+355355;BL Lac;214,59055;35,89864;0,330
5BZBJ1418-0233;BL Lac;214,60966;-2,55947;0,356
3HSPJ141828.6+354249;BL Lac;214,61916;35,71367;0,470
3HSPJ141839.7+243332;BL Lac;214,66554;24,55894;0,700
5BZQJ1418-3509;FSRQ;214,74550;-35,16180;1,544
5BZBJ1419+7732;BL Lac;214,75130;77,54147;0,270
3HSPJ141905.1+133346;BL Lac;214,77116;13,56283;0,450
5BZUJ1419-0838;;214,84399;-8,64219;
5BZBJ1419+0445;BL Lac;214,86455;4,75383;0,700
3FGL J1419.1-5156;;214,89685;-51,91627;
5BZBJ1419+5423;BL Lac;214,94415;54,38744;0,153
5BZQJ1419+3821;FSRQ;214,94420;38,36347;1,831
5BZQJ1419+2706;FSRQ;214,99709;27,10711;0,538
5BZBJ1420+0614;BL Lac;215,05704;6,24133;
NVWJ1420.6-0434;;215,06570;-4,56890;
NVWJ1420.9-1856;;215,08080;-18,93490;
5BZQJ1420+4624;FSRQ;215,08617;46,41136;1,245
5BZQJ1420+1703;FSRQ;215,08704;17,05811;1,854
3HSPJ142041.6+554450;BL Lac;215,17339;55,74722;0,720
IC 4402;;215,19766;-46,24151;
5BZQJ1420+1205;FSRQ;215,20004;12,09603;4,026
3FGL J1421.0-1122;;215,25063;-11,30567;
5BZQJ1421+3855;FSRQ;215,27512;38,92300;0,489
5BZQJ1421-0643;FSRQ;215,28233;-6,73233;3,689
5BZQJ1421+4645;FSRQ;215,34613;46,76333;1,668
2MASS J14220194-7920;;215,34990;-79,34067;
2MASS J14213845-4820;;215,41103;-48,33966;
3HSPJ142227.4+233740;BL Lac;215,61429;23,62783;0,726
5BZQJ1422+3223;FSRQ;215,62659;32,38622;0,682
NVWJ1422.1-2308;;215,65470;-23,14170;
5BZBJ1422+5801;BL Lac;215,66205;58,03208;0,638
